rowid,votereg,age5,gender,has_voted,pp18_votelikely,turnout16,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,state,senvote18,senvote18_t,senvote18_undecided,senvote18_undecided_t,senvote18_full,specsenvote18,specsenvote18_t,specsenvote18_undecided,specsenvote18_undecided_t,specsenvote18_full,housevote18,housevote18_t,housevote18_undecided_t,govvote18,govvote18_t,govvote18_undecided,govvote18_undecided_t,govvote18_full,EMOTIONS_1,EMOTIONS_2,EMOTIONS_3,EMOTIONS_4,EMOTIONS_5,EMOTIONS_6,EMOTIONS_7,EMOTIONS_8,EMOTIONS_9,EMOTIONS_10,EMOTIONS_11,EMOTIONS_12,EMOTIONS_13,EMOTIONS_14,EMOTIONS_15,EMOTIONS_16,EMOTIONS_17,direct,favor_labor,favor_dem,favor_rep,favor_aca,favor_mcconnell,favor_demcong,favor_repcong,favor_metoo,favor_blm,favor_dtrump,app_dtrmp,suprpty,campaign_contact_emails,campaign_contact_text,campaign_contact_mailer,campaign_contact_onlineads,campaign_contact_inperson,campaign_contact_phone,campaign_contact_TVads,campaign_contact_socialmedia,which_module,CONSENT,VOTE_GEN,NONVOTE_WHY_1,NONVOTE_WHY_2,NONVOTE_WHY_3,NONVOTE_WHY_4,NONVOTE_WHY_5,NONVOTE_WHY_6,NONVOTE_WHY_7,NONVOTE_WHY_t,VOTECONF,GENERATIONS,FAVORS,INSTITUTION,SYSTEM,EMPATHY,FT_Whites,FT_Blacks,FT_Latinos,LAZY_Whites,LAZY_Blacks,LAZY_Latinos,INTELLIGENT_Whites,INTELLIGENT_Blacks,INTELLIGENT_Latinos,RACE_IDENT,LINKFATE,FINPREP,DESERVE_poor,DESERVE_rich,CUSTOMS,SPEAK,ENRICH,SERVICES,JOBS,FLAG,PATH,BORDER,DEPORT,SOCIALDOMINANCE_PRIORITIES,SOCIALDOMINANCE_NOTPUSH,SOCIALDOMINANCE_EQUALIDEAL,SOCIALDOMINANCE_SUPERIOR,REMARKS,OFFEND,APPRECIATE,GENDERPERSONALITY_INDEP,GENDERPERSONALITY_EMOT,GENDERPERSONALITY_CONFIDENT,GENDERPERSONALITY_HELPFUL,GENDERPERSONALITY_DECISIONS,POP_1,POP_2,POP_3,ICE,BAIL_item,WELTEST,PUBLICINT,GREENJOB,POLFEE,PUBLICGEN,BOND,FREECOLL,WEALTH,AVR,M4A,MARREP,MARAM,MARLEG,YEMEN,SOLITARY,GUNS,POLCORRECT,NDIVERSE,NDEMS,SOURCES_1,SOURCES_2,SOURCES_3,SOURCES_4,SOURCES_5,SOURCES_6,SOURCES_7,SOURCES_8,SOURCES_9,SOURCES_10,SOURCES_11,SOURCES_12,SOURCES_13,SOURCES_14,SOURCES_15,SOURCES_16,SOURCES_17,pp18_polactions_txt,pid3,pid3_t,pid7,dtrpsupp,ideo5,presvote16post,presvote16post_t,djtrelct,housevote16post,e14_presvote12,e14_presvote12_t,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,marstat,child18,religpew,religpew_t,pew_bornagain,pew_churatd,employ,job,faminc_new,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,weight_DFP,house2_imputed,house3,pid7_dems,pid7_oths,pid7_reps,gov2_imputed,gov3,sen2_imputed,sen3,housevote18_undecided,housevote18_full,USR,hostile_sexism_raw,hostile_sexism_scaled,racial_resentment_raw,racial_resentment_scaled,fear_of_demographic_change_raw,fear_of_demographic_change_scaled,which_sample
2650,1,1,2,0,1,2,3,2,1,3,NA,3,3,2,1,18,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,6,4,6,5,1,4,3,6,4,4,1,1,4,1,3,4,4,1,4,1,1,3,2,2,2,2,2,2,1,Voting for president is pointless,NA,1,5,1,5,1,35,98,100,5,4,6,4,4,4,4,2,1,7,1,5,5,1,5,5,1,3,5,5,1,5,1,5,3,4,3,3,5,3,4,3,1,1,3,1,1,4,6,2,1,6,1,1,1,1,6,1,1,1,6,1,2,3,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,3,NA,4,NA,1,7,NA,2,NA,4,NA,2,2,2,2,1,2,1,1,9,NA,2,6,7,NA,7,2,2,2,2,2,2,2,1,1.1486,1,1,NA,4,NA,0,NA,1,1,NA,1,2,5,0.416666667,4,0,0,0,Final 2018_11_27
2651,1,1,1,0,1,1,2,1,1,1,NA,1,1,1,2,36,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4,1,4,1,1,1,4,3,4,4,4,1,1,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,5,3,1,97,99,98,7,3,7,1,1,1,2,3,2,4,4,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,3,5,1,5,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,2,2,1,1,1,1,4,6,56,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,NA,3,NA,3,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,6,2,9,NA,2,6,1,NA,3,2,2,2,2,2,2,2,1,4.6373,1,1,NA,3,NA,1,1,1,1,NA,1,1,11,0.916666667,10,0.5,8,0.6667,Final 2018_11_27
2652,1,4,2,0,1,1,4,2,1,1,NA,1,1,1,2,6,2,,NA,,2,NA,,NA,NA,NA,1,,,3,,NA,,3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,3,4,3,4,2,2,4,2,2,1,4,4,3,4,4,2,1,1,1,2,2,2,2,1,2,2,2,NA,1,2,4,2,4,1,72,89,89,5,5,5,2,2,2,3,3,5,5,1,5,4,1,4,5,1,4,5,4,1,4,1,5,4,5,4,4,2,3,5,2,2,2,3,1,2,4,1,2,1,1,3,2,1,2,1,2,2,2,4,3,2,2,8,50,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,NA,3,NA,4,NA,3,5,NA,2,1,2,NA,2,2,1,2,2,2,4,2,3,NA,2,3,4,NA,1,2,2,1,2,1,2,2,2,1.0132,1,1,NA,4,NA,0,2,1,1,NA,1,3,2,0.166666667,6,0.166666667,1,0.0833,Final 2018_11_27
2653,1,1,1,0,1,1,6,4,2,1,NA,1,1,1,2,29,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,2,4,1,2,4,4,1,1,2,3,3,4,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,4,1,65,84,91,5,3,6,3,4,4,3,2,1,7,1,5,4,1,3,2,1,4,2,4,1,5,1,5,5,3,5,3,3,3,4,3,5,4,4,2,1,4,2,2,1,2,2,2,1,1,2,2,2,1,3,2,1,2,7,42,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,1,9,NA,2,6,1,NA,8,2,2,2,2,1,2,2,2,1.9093,1,1,1,NA,NA,1,NA,1,1,NA,1,1,2,0.166666667,5,0.083333333,5,0.4167,Final 2018_11_27
2654,1,1,2,1,8,2,3,2,1,1,NA,1,1,1,2,29,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,4,2,4,1,1,4,4,1,4,2,2,3,4,4,4,2,1,1,2,2,2,2,1,2,2,2,NA,NA,1,5,1,5,1,20,100,100,3,7,7,4,1,1,1,5,1,7,1,5,5,1,5,5,1,5,5,5,2,3,2,1,5,5,5,4,4,4,4,2,4,2,4,1,6,5,1,2,2,2,2,2,1,1,2,6,1,1,6,1,1,2,4,60,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,NA,1,NA,1,NA,1,7,NA,2,NA,4,NA,2,2,2,2,1,2,5,2,11,NA,2,5,8,NA,1,1,1,2,2,2,2,2,2,1.425,1,1,1,NA,NA,1,NA,1,1,NA,1,2,0,0,4,0,0,0,Final 2018_11_27
2655,1,3,2,1,8,1,2,1,1,1,NA,1,1,1,2,45,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,2,4,2,4,4,1,1,4,2,4,4,4,4,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,5,1,80,80,80,6,6,6,2,2,2,1,5,1,6,2,3,2,2,2,3,2,5,1,1,2,3,2,3,3,2,6,5,3,3,5,4,5,5,3,5,5,1,3,2,3,3,4,5,2,2,5,3,4,5,3,5,3,4,6,20,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,NA,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,1,2,7,NA,6,2,2,1,2,1,2,2,2,1.0754,0,2,NA,NA,7,0,2,0,NA,NA,3,1,NA,NA,8,0.333333333,6,0.5,Final 2018_11_27
2656,1,1,2,1,7,2,3,2,1,1,NA,1,1,1,2,16,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,5,1,3,1,1,4,4,2,3,4,4,3,1,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,1,100,100,100,4,4,4,4,4,4,2,3,4,5,2,5,5,2,4,4,1,3,3,3,2,3,3,3,3,5,3,4,4,2,4,2,1,4,1,1,1,1,3,1,1,5,1,3,1,1,1,1,1,1,6,1,2,1,4,75,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,NA,3,NA,3,NA,2,7,NA,2,NA,4,NA,2,2,2,2,1,2,5,2,11,NA,2,4,1,NA,2,1,1,2,1,1,2,2,2,1.0147,1,1,NA,3,NA,1,1,1,NA,NA,1,3,4,0.333333333,5,0.083333333,3,0.25,Final 2018_11_27
2657,1,1,2,0,1,1,4,2,1,1,NA,1,1,1,2,21,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,4,2,2,1,5,4,1,1,3,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,2,4,2,75,24,47,3,1,5,1,3,3,3,2,5,6,3,1,1,4,1,2,2,2,1,1,2,4,2,5,2,2,2,4,2,4,NA,2,1,1,1,5,2,2,2,1,6,2,1,2,1,1,2,4,4,1,4,4,3,4,8,50,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,3,NA,5,1,4,2,NA,1,2,1,NA,2,2,2,2,1,2,5,2,1,NA,1,2,4,NA,6,2,2,2,2,2,2,2,1,0.9652,1,1,NA,5,NA,0,NA,0,NA,NA,1,1,9,0.75,7,0.25,10,0.8333,Final 2018_11_27
2658,1,5,1,0,1,1,3,2,1,1,NA,1,1,1,2,34,1,,NA,,1,NA,,NA,NA,NA,15,,,NA,,NA,,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,6,3,3,2,2,4,3,5,4,4,3,4,4,4,3,4,1,1,3,2,1,2,2,2,2,1,NOOODCHOICES,3,2,2,2,5,1,50,50,53,4,4,6,4,4,4,2,4,2,4,4,2,1,1,3,3,1,5,1,1,1,5,1,4,3,2,3,5,2,5,3,1,1,5,3,5,4,1,3,2,2,2,5,2,NA,1,2,1,2,1,3,3,1,4,6,50,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,4,NOASSOCIAEDWIHANYPAY,4,NA,3,1,NA,2,3,1,NA,2,2,2,1,2,2,1,2,1,NA,2,5,5,NA,4,2,2,2,2,2,2,2,1,1.0881,1,1,NA,4,NA,0,NA,1,1,8,8,1,7,0.583333333,5,0.083333333,4,0.3333,Final 2018_11_27
2659,1,4,2,1,8,1,3,2,1,1,NA,1,1,1,2,41,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,4,1,4,1,1,4,4,1,1,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,71,88,76,4,4,4,4,4,4,3,2,2,7,1,4,3,2,4,4,1,4,5,5,1,5,1,5,5,5,5,5,4,2,5,2,5,4,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,8,60,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,1,2,2,2,1,2,11,NA,2,5,5,NA,7,2,1,2,2,1,1,2,2,0.8581,1,1,1,NA,NA,1,1,1,NA,NA,1,2,0,0,4,0,3,0.25,Final 2018_11_27
2660,1,2,2,0,2,1,3,2,1,2,NA,2,2,2,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,5,2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,NA,3,2,4,1,5,1,52,80,74,3,6,7,5,2,3,4,2,4,7,1,5,4,1,3,4,1,5,5,5,1,5,2,5,5,5,5,5,3,2,4,2,3,2,2,2,2,5,3,2,1,1,2,3,1,2,2,1,1,1,1,1,1,1,6,45,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,NA,1,NA,2,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,5,1,11,NA,2,3,1,NA,3,2,2,2,2,2,2,2,1,1.0364,1,1,2,NA,NA,1,NA,1,NA,NA,1,2,0,0,4,0,3,0.25,Final 2018_11_27
2661,1,3,2,1,7,1,1,1,1,1,NA,1,1,1,2,48,1,,NA,,1,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,2,3,2,4,4,1,1,4,4,4,1,1,1,1,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,5,1,100,NA,88,5,1,3,2,5,3,4,1,5,7,1,2,1,2,1,2,2,1,1,1,1,4,2,2,1,4,4,5,2,1,5,2,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,3,4,1,40,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,NA,2,NA,6,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,2,6,NA,2,2,2,2,2,2,2,2,1,1.1756,0,2,NA,NA,6,0,2,1,1,NA,3,2,6,0.5,5,0.083333333,8,0.6667,Final 2018_11_27
2662,1,2,1,0,1,1,3,2,1,2,NA,2,2,2,2,17,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,6,1,3,6,6,1,6,6,2,3,4,1,4,1,1,1,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,5,2,1,53,84,27,4,4,4,4,4,4,4,2,2,5,3,2,2,2,2,2,1,2,5,4,2,4,2,4,2,4,2,3,4,3,3,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,6,50,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,NA,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,2,NA,2,2,4,NA,5,2,2,2,2,2,2,2,1,2.0973,1,1,1,NA,NA,1,1,1,NA,NA,1,3,7,0.583333333,11,0.583333333,7,0.5833,Final 2018_11_27
2663,1,4,2,0,1,1,3,2,1,1,NA,1,1,1,2,47,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,1,4,2,4,1,5,2,1,1,4,3,3,3,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,4,1,55,51,55,6,5,6,2,2,2,2,2,4,6,2,1,1,2,1,4,2,2,1,1,1,3,3,5,2,3,3,4,2,2,4,2,3,3,4,5,3,1,3,1,1,1,3,3,1,5,5,1,2,2,3,5,3,1,9,10,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,NA,2,NA,7,1,4,2,NA,1,2,1,NA,2,2,2,1,2,2,1,2,1,NA,1,2,5,NA,4,2,2,2,2,1,2,2,2,0.8374,0,2,NA,NA,7,0,2,0,2,NA,3,1,7,0.583333333,8,0.333333333,6,0.5,Final 2018_11_27
2664,1,2,2,0,3,1,3,2,1,2,NA,2,2,2,2,28,15,,15,,15,1,,NA,NA,1,15,,,NA,,NA,,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,6,2,3,2,6,4,4,5,3,3,1,3,4,3,3,4,1,1,3,1,2,2,2,2,2,2,NA,2,3,2,2,4,NA,66,81,64,3,3,4,3,2,2,3,3,4,7,4,3,4,2,3,2,3,3,4,4,2,5,5,5,2,4,2,4,4,3,4,3,4,3,3,3,2,2,2,2,2,3,1,2,1,4,1,3,3,3,3,3,1,3,7,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,3,NA,3,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,5,1,11,NA,2,5,2,NA,4,2,2,2,2,2,2,2,1,1.0364,1,3,NA,3,NA,1,NA,1,3,14,14,2,7,0.583333333,NA,NA,6,0.5,Final 2018_11_27
2665,1,1,1,0,1,1,5,3,2,1,NA,1,1,1,2,41,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,1,1,4,4,1,4,1,1,3,4,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,31,86,86,4,4,6,4,4,4,1,3,5,7,1,4,4,1,5,2,1,5,5,5,1,5,1,5,4,5,5,2,2,4,2,4,4,4,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,9,75,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,6,2,11,NA,2,6,2,NA,2,2,2,2,2,1,2,2,2,1.4863,1,1,1,NA,NA,1,1,1,NA,NA,1,3,1,0.083333333,4,0,3,0.25,Final 2018_11_27
2666,1,2,2,1,8,1,3,2,1,1,NA,1,1,1,2,6,2,,NA,,2,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,5,4,1,3,3,2,2,4,2,4,3,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,5,1,98,52,75,5,2,4,1,3,2,4,2,5,7,2,1,2,2,1,1,2,2,3,2,4,3,3,4,1,2,2,3,4,2,5,NA,3,1,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,4,3,50,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,NA,2,NA,6,3,4,2,NA,1,2,2,NA,2,2,2,2,1,2,5,2,1,NA,2,5,3,NA,2,2,2,2,2,2,2,2,1,1.109,0,2,NA,NA,6,0,2,1,1,NA,3,3,10,0.833333333,6,0.166666667,9,0.75,Final 2018_11_27
2667,1,3,2,0,1,1,4,2,1,6,NA,4,1,2,1,48,3,,NA,,3,NA,,NA,NA,NA,5,,,3,,NA,,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,3,4,2,4,3,1,1,4,3,2,3,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,3,1,81,81,81,5,5,6,4,4,4,4,2,1,7,4,4,4,1,5,4,2,4,2,1,4,2,4,2,1,1,4,4,5,2,5,2,2,4,2,5,3,1,1,1,2,1,4,2,2,1,4,1,1,1,2,4,3,4,7,55,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,NA,2,NA,7,1,4,2,NA,1,2,2,NA,2,2,2,1,2,2,1,2,2,NA,2,2,1,NA,9,2,2,1,2,1,1,2,2,0.7749,1,3,NA,NA,7,0,2,0,2,NA,5,1,9,0.75,9,0.416666667,1,0.0833,Final 2018_11_27
2668,1,1,1,0,1,1,6,4,2,1,NA,1,1,1,2,36,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,4,1,4,1,4,4,1,1,4,2,3,2,3,4,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,3,100,59,50,6,5,4,2,2,2,3,1,1,4,4,1,2,3,2,2,2,2,1,1,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,4,3,2,5,3,1,5,2,4,2,5,5,4,5,5,3,2,1,3,4,5,4,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,7,1,4,2,NA,1,2,2,NA,2,2,2,2,2,1,5,2,1,NA,NA,2,1,NA,4,2,2,2,2,2,1,2,2,2.6601,0,2,NA,NA,7,0,2,0,2,NA,3,2,12,1,14,0.833333333,8,0.6667,Final 2018_11_27
2669,1,3,2,0,1,1,3,2,1,1,NA,1,1,1,2,28,3,,NA,,3,4,,NA,NA,4,3,,,NA,,NA,,NA,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,4,2,4,2,3,4,1,1,4,2,4,3,3,4,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,3,1,100,100,100,6,5,7,4,4,4,2,3,5,7,4,3,1,3,2,5,2,5,1,1,1,5,5,3,3,3,2,5,5,NA,4,3,5,5,3,5,4,1,2,3,5,2,5,5,3,3,5,2,2,3,4,3,3,4,7,20,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,NA,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,5,2,1,NA,1,3,6,NA,7,2,1,1,2,1,2,2,2,1.0549,0,2,NA,NA,7,0,NA,0,2,NA,3,1,7,0.583333333,10,0.5,5,0.4167,Final 2018_11_27
2670,1,4,2,0,1,1,3,2,1,1,NA,1,1,1,2,29,3,,NA,,3,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,4,2,4,2,4,1,3,4,1,1,4,3,2,3,3,2,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,5,2,2,76,80,74,6,6,6,2,2,2,2,2,1,7,4,1,2,4,2,1,2,2,1,1,4,3,2,5,2,2,5,5,3,1,5,1,5,5,3,5,4,1,2,2,2,3,5,5,3,5,5,5,5,5,3,5,3,4,4,40,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,NA,3,NA,5,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,3,1,NA,10,2,2,1,2,1,2,2,2,1.0179,0,2,NA,5,NA,0,NA,0,2,NA,3,2,6,0.5,12,0.666666667,10,0.8333,Final 2018_11_27
2671,1,1,2,1,8,1,3,2,1,1,NA,1,1,1,2,51,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,1,4,1,1,4,4,2,3,4,3,3,4,4,3,3,1,1,2,2,2,2,1,2,2,2,NA,2,1,4,1,5,1,64,66,65,6,7,7,2,2,2,2,2,3,7,1,5,4,2,5,5,1,4,5,4,1,5,1,5,5,5,5,4,5,2,4,4,4,5,3,1,3,3,2,2,1,1,4,2,1,1,2,2,1,1,6,3,1,1,5,46,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,NA,1,NA,1,NA,2,1,NA,2,1,4,NA,2,2,2,2,1,2,5,2,2,NA,2,4,8,NA,13,2,2,1,2,1,2,2,2,1.4713,1,1,1,NA,NA,1,NA,1,1,NA,1,2,0,0,4,0,1,0.0833,Final 2018_11_27
2672,1,1,1,0,1,1,6,4,2,1,NA,1,1,1,2,36,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,2,4,1,1,4,4,1,1,1,3,3,1,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,5,1,75,90,70,4,4,4,4,4,4,1,4,1,7,1,4,2,1,4,3,1,4,5,5,1,4,1,5,5,5,5,4,1,2,4,2,5,2,5,2,1,5,2,4,1,1,3,2,1,1,1,1,1,1,1,1,2,4,2,65,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,5,NA,2,6,1,NA,6,1,1,1,2,1,1,2,2,1.7398,1,1,1,NA,NA,1,1,1,1,NA,1,3,0,0,4,0,3,0.25,Final 2018_11_27
2673,1,1,2,0,1,1,3,2,1,1,NA,1,1,1,2,1,NA,,NA,,NA,NA,,NA,NA,NA,3,,,1,,NA,,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,6,2,3,2,2,4,4,2,1,1,3,3,4,1,3,4,1,1,2,1,2,2,2,2,2,2,NA,4,2,2,2,2,1,78,64,77,6,6,6,2,2,2,2,2,1,4,3,4,5,2,2,4,1,2,2,2,1,4,2,4,5,4,5,3,5,4,4,5,2,2,4,6,2,1,2,2,1,2,2,2,2,2,5,2,2,2,2,4,1,2,6,35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,3,NA,5,3,3,3,NA,2,1,1,NA,2,2,2,2,1,2,5,2,1,NA,1,3,1,NA,9,2,2,2,2,2,2,2,1,1.1531,0,2,NA,5,NA,1,1,0,NA,NA,3,2,1,0.083333333,8,0.333333333,5,0.4167,Final 2018_11_27
2674,1,4,2,0,1,1,4,2,1,2,NA,2,2,2,2,8,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,4,1,4,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,4,99,99,5,7,7,3,1,2,4,4,3,1,5,2,1,2,2,1,1,3,NA,2,1,1,1,2,4,2,2,5,5,1,5,5,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,4,2,1,20,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,NA,1,NA,2,1,NA,2,1,1,NA,1,2,2,2,2,2,2,2,11,NA,2,2,1,NA,3,2,2,2,2,2,2,2,1,1.3213,1,1,1,NA,NA,1,1,1,NA,NA,1,2,7,0.583333333,4,0,8,0.6667,Final 2018_11_27
