rowid,votereg,age5,gender,has_voted,pp18_votelikely,turnout16,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,state,senvote18,senvote18_t,senvote18_undecided,senvote18_undecided_t,senvote18_full,specsenvote18,specsenvote18_t,specsenvote18_undecided,specsenvote18_undecided_t,specsenvote18_full,housevote18,housevote18_t,housevote18_undecided_t,govvote18,govvote18_t,govvote18_undecided,govvote18_undecided_t,govvote18_full,EMOTIONS_1,EMOTIONS_2,EMOTIONS_3,EMOTIONS_4,EMOTIONS_5,EMOTIONS_6,EMOTIONS_7,EMOTIONS_8,EMOTIONS_9,EMOTIONS_10,EMOTIONS_11,EMOTIONS_12,EMOTIONS_13,EMOTIONS_14,EMOTIONS_15,EMOTIONS_16,EMOTIONS_17,direct,favor_labor,favor_dem,favor_rep,favor_aca,favor_mcconnell,favor_demcong,favor_repcong,favor_metoo,favor_blm,favor_dtrump,app_dtrmp,suprpty,campaign_contact_emails,campaign_contact_text,campaign_contact_mailer,campaign_contact_onlineads,campaign_contact_inperson,campaign_contact_phone,campaign_contact_TVads,campaign_contact_socialmedia,which_module,CONSENT,VOTE_GEN,NONVOTE_WHY_1,NONVOTE_WHY_2,NONVOTE_WHY_3,NONVOTE_WHY_4,NONVOTE_WHY_5,NONVOTE_WHY_6,NONVOTE_WHY_7,NONVOTE_WHY_t,VOTECONF,GENERATIONS,FAVORS,INSTITUTION,SYSTEM,EMPATHY,FT_Whites,FT_Blacks,FT_Latinos,LAZY_Whites,LAZY_Blacks,LAZY_Latinos,INTELLIGENT_Whites,INTELLIGENT_Blacks,INTELLIGENT_Latinos,RACE_IDENT,LINKFATE,FINPREP,DESERVE_poor,DESERVE_rich,CUSTOMS,SPEAK,ENRICH,SERVICES,JOBS,FLAG,PATH,BORDER,DEPORT,SOCIALDOMINANCE_PRIORITIES,SOCIALDOMINANCE_NOTPUSH,SOCIALDOMINANCE_EQUALIDEAL,SOCIALDOMINANCE_SUPERIOR,REMARKS,OFFEND,APPRECIATE,GENDERPERSONALITY_INDEP,GENDERPERSONALITY_EMOT,GENDERPERSONALITY_CONFIDENT,GENDERPERSONALITY_HELPFUL,GENDERPERSONALITY_DECISIONS,POP_1,POP_2,POP_3,ICE,BAIL_item,WELTEST,PUBLICINT,GREENJOB,POLFEE,PUBLICGEN,BOND,FREECOLL,WEALTH,AVR,M4A,MARREP,MARAM,MARLEG,YEMEN,SOLITARY,GUNS,POLCORRECT,NDIVERSE,NDEMS,SOURCES_1,SOURCES_2,SOURCES_3,SOURCES_4,SOURCES_5,SOURCES_6,SOURCES_7,SOURCES_8,SOURCES_9,SOURCES_10,SOURCES_11,SOURCES_12,SOURCES_13,SOURCES_14,SOURCES_15,SOURCES_16,SOURCES_17,pp18_polactions_txt,pid3,pid3_t,pid7,dtrpsupp,ideo5,presvote16post,presvote16post_t,djtrelct,housevote16post,e14_presvote12,e14_presvote12_t,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,marstat,child18,religpew,religpew_t,pew_bornagain,pew_churatd,employ,job,faminc_new,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,weight_DFP,house2_imputed,house3,pid7_dems,pid7_oths,pid7_reps,gov2_imputed,gov3,sen2_imputed,sen3,housevote18_undecided,housevote18_full,USR,hostile_sexism_raw,hostile_sexism_scaled,racial_resentment_raw,racial_resentment_scaled,fear_of_demographic_change_raw,fear_of_demographic_change_scaled,which_sample
1843,1,4,1,1,7,1,5,3,2,1,NA,1,1,1,2,24,5,,NA,,5,NA,,NA,NA,NA,1,,,3,,NA,,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,4,3,4,3,3,4,4,1,1,1,3,3,4,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,5,3,100,55,75,5,3,7,4,4,4,3,4,1,7,1,4,2,1,3,4,1,4,5,3,1,5,1,5,3,3,4,5,5,5,3,4,3,4,5,5,2,4,2,2,1,1,3,4,1,3,2,3,1,1,1,4,2,3,7,38,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,6,2,10,NA,2,6,1,NA,12,2,2,1,2,2,2,2,2,0.5138,1,1,1,NA,NA,0,2,1,3,NA,1,2,5,0.416666667,7,0.25,3,0.25,Final 2018_11_27
1844,1,5,2,0,1,1,4,2,1,1,NA,1,1,1,2,53,3,,NA,,3,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,2,4,2,4,3,4,4,2,1,3,3,4,2,2,4,2,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,5,1,90,90,52,5,6,6,2,2,2,3,3,2,7,4,2,2,3,5,3,2,2,1,2,1,1,3,4,5,2,3,3,4,4,5,2,1,2,1,5,3,1,3,2,4,3,5,5,2,2,5,3,1,3,4,3,3,4,3,50,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,,2,NA,7,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,6,2,NA,10,2,2,2,2,2,2,2,1,1.0942,0,2,NA,NA,7,0,NA,0,2,NA,3,1,5,0.416666667,7,0.25,4,0.3333,Final 2018_11_27
1845,1,4,2,0,1,1,4,2,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,1,,,3,,NA,,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,2,3,3,2,4,4,5,2,4,3,3,1,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,2,5,3,81,76,77,4,4,4,4,4,4,4,1,1,7,7,3,3,2,2,3,2,3,5,5,NA,3,1,5,2,2,3,5,4,1,5,1,3,3,2,1,3,2,1,3,1,1,4,3,3,1,4,1,1,2,3,3,2,4,3,30,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,,3,NA,4,NA,3,1,NA,2,2,1,NA,2,2,2,2,1,2,1,2,1,NA,2,2,2,NA,6,2,2,2,2,1,2,2,2,0.8721,1,1,NA,4,NA,0,2,0,NA,NA,1,2,8,0.666666667,7,0.25,6,0.5,Final 2018_11_27
1846,1,2,2,0,1,1,3,2,1,1,NA,1,1,1,2,18,1,,NA,,1,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,1,1,1,4,1,2,3,2,1,2,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,67,94,68,5,6,6,7,6,2,1,5,5,5,2,3,5,6,4,5,1,1,1,1,4,3,1,3,1,5,5,5,5,5,5,1,2,3,1,4,2,1,2,3,3,2,1,6,4,1,2,2,3,2,1,5,NA,2,7,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,2,NA,7,1,4,2,NA,1,2,1,NA,2,2,2,2,2,1,1,2,1,NA,2,4,7,NA,4,2,2,2,2,2,2,2,1,1.5121,0,2,NA,NA,7,0,NA,1,1,NA,3,1,4,0.333333333,9,0.416666667,1,0.0833,Final 2018_11_27
1847,1,5,2,1,8,1,3,2,1,1,NA,1,1,1,2,44,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,1,4,2,4,1,1,4,4,1,1,1,1,3,4,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,5,1,100,NA,80,5,5,5,2,3,4,4,2,1,7,1,3,5,3,2,5,1,4,5,3,1,3,2,3,4,4,5,5,4,1,4,5,2,1,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,4,5,3,1,1,5,60,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,4,2,12,NA,2,5,5,NA,97,2,2,1,2,2,1,2,2,0.8868,1,1,1,NA,NA,1,1,1,1,NA,1,2,2,0.166666667,4,0,5,0.4167,Final 2018_11_27
1848,1,4,1,0,1,1,2,1,1,1,NA,1,1,1,2,42,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,4,3,1,4,3,3,3,1,1,3,4,1,1,2,2,1,2,2,2,2,2,NA,2,5,1,4,4,2,80,50,47,5,3,5,3,3,3,3,3,1,5,3,3,2,2,2,1,2,2,3,1,2,4,3,4,4,3,4,4,3,2,4,2,2,1,2,3,1,1,2,2,1,2,4,3,2,1,4,1,2,2,2,3,2,3,5,30,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,,1,NA,2,NA,3,1,NA,2,1,4,NA,2,2,2,2,1,2,1,2,1,NA,2,5,6,NA,8,2,2,2,2,2,2,2,1,1.3348,1,1,2,NA,NA,1,1,1,1,NA,1,NA,4,0.333333333,9,0.416666667,8,0.6667,Final 2018_11_27
1849,1,3,2,0,1,1,3,2,1,2,NA,2,2,2,2,1,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,2,4,5,1,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,5,5,6,79,97,100,3,7,6,2,1,4,1,3,3,NA,NA,6,5,6,6,6,3,6,5,5,5,NA,5,5,5,5,5,4,1,2,4,NA,5,5,5,3,5,5,6,6,3,6,1,2,2,5,5,5,1,3,5,6,6,1,4,50,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,5,1,11,NA,2,2,1,NA,8,2,2,2,2,2,2,2,1,0.9593,1,1,1,NA,NA,1,1,1,NA,NA,1,1,0,0,10,0.5,0,0,Final 2018_11_27
1850,1,5,2,1,8,1,6,4,2,1,NA,1,1,1,2,48,3,,NA,,3,NA,,NA,NA,NA,7,,,3,,NA,,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,2,2,4,3,5,4,4,4,4,4,3,3,4,1,1,2,2,1,2,2,2,2,2,NA,1,2,3,2,4,1,69,72,59,5,5,5,2,2,2,2,2,1,6,1,2,2,2,2,4,2,2,2,1,1,3,2,4,4,4,5,3,4,4,4,3,2,4,3,6,4,1,2,1,1,1,5,2,1,1,6,2,2,3,6,5,1,3,6,50,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,3,NA,5,3,3,3,NA,2,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,5,7,NA,10,2,2,2,2,2,2,2,1,0.9473,0,3,NA,5,NA,0,2,0,2,NA,7,1,2,0.166666667,6,0.166666667,5,0.4167,Final 2018_11_27
1851,1,4,1,1,7,1,6,4,2,1,NA,1,1,1,2,48,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,3,4,2,4,3,4,4,1,1,4,3,1,3,3,2,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,3,3,3,48,52,48,5,5,5,4,4,4,1,3,1,4,4,1,3,3,1,1,2,2,1,1,5,1,3,1,1,1,1,5,4,1,5,1,1,1,1,5,1,1,1,1,5,1,5,5,5,5,5,1,5,5,1,5,5,4,6,25,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,3,NA,5,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,11,NA,1,5,1,NA,12,2,1,2,2,2,2,2,2,0.6757,0,2,NA,5,NA,0,2,0,2,NA,3,2,12,1,10,0.5,10,0.8333,Final 2018_11_27
1852,1,5,2,0,1,1,4,2,1,1,NA,1,1,1,2,8,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,4,1,4,3,4,2,4,4,1,1,4,2,2,2,3,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,4,2,77,25,29,4,4,4,4,4,4,2,3,4,6,1,2,1,2,2,3,2,2,1,1,1,5,1,5,1,1,4,5,3,NA,3,3,4,3,NA,1,1,1,2,2,2,2,5,2,1,5,5,6,4,5,2,1,2,4,5,75,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,4,5,NA,4,2,2,2,2,2,2,2,1,1.0049,0,2,NA,NA,7,0,2,0,NA,NA,3,2,9,0.75,8,0.333333333,6,0.5,Final 2018_11_27
1853,1,5,2,0,1,1,2,1,1,1,NA,1,1,1,2,36,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,2,2,4,4,1,3,4,3,3,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,5,1,46,45,60,4,4,4,4,4,4,2,2,1,7,1,4,4,4,3,2,1,3,5,4,2,4,2,5,2,2,4,4,5,3,3,3,2,5,4,2,5,2,2,4,1,1,3,1,1,3,2,2,2,2,1,4,1,3,10,30,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,1,2,2,2,1,2,11,NA,2,6,7,NA,97,2,2,1,2,1,2,2,2,1.4581,1,1,1,NA,NA,1,1,1,1,NA,1,1,7,0.583333333,5,0.083333333,8,0.6667,Final 2018_11_27
1854,1,4,1,1,7,1,6,4,2,1,NA,1,1,1,2,48,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,4,4,2,4,2,4,2,4,4,1,1,4,2,4,2,3,4,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,80,78,80,6,6,6,2,2,2,3,2,1,5,4,2,2,3,2,3,2,1,1,1,2,4,2,4,2,1,2,5,3,1,5,1,2,5,2,5,2,1,2,2,2,4,4,5,5,2,5,1,3,5,4,2,3,4,10,25,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,1,2,1,NA,10,2,2,2,2,1,2,2,2,0.6757,0,2,NA,NA,7,0,2,0,2,NA,3,2,10,0.833333333,9,0.416666667,7,0.5833,Final 2018_11_27
1855,1,5,1,1,8,1,2,1,1,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,3,,,3,,NA,,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,1,1,3,3,4,3,1,4,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,5,2,1,90,90,81,5,6,5,2,2,2,4,1,1,3,4,1,1,2,2,4,2,5,1,1,1,1,1,5,2,1,5,4,4,2,5,1,2,1,1,5,5,1,5,2,5,5,5,5,3,5,5,2,4,5,2,5,3,4,8,40,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,,2,NA,6,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,11,NA,2,5,5,NA,8,2,2,1,2,1,2,2,2,0.7595,0,2,NA,NA,6,0,2,1,1,NA,3,3,7,0.583333333,11,0.583333333,5,0.4167,Final 2018_11_27
1856,1,4,1,1,8,1,5,3,2,1,NA,1,1,1,2,53,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,1,2,4,4,1,3,1,3,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,1,26,56,68,3,4,6,3,3,3,2,3,3,7,1,5,5,1,5,5,1,5,5,5,1,5,1,5,4,5,5,4,4,2,4,2,5,5,5,2,2,5,1,2,1,2,1,1,1,1,1,2,1,1,2,4,1,2,9,30,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,3,2,12,NA,2,5,9,NA,4,2,2,1,2,1,1,2,2,0.5889,1,1,1,NA,NA,1,NA,1,1,NA,1,1,1,0.083333333,6,0.166666667,0,0,Final 2018_11_27
1857,1,2,1,1,7,1,6,4,2,1,NA,1,1,1,2,48,7,Neal Dikeman,NA,,7,NA,,NA,NA,NA,7,John McElligott,,7,Mark Tippetts,NA,,7,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,3,4,3,4,3,4,3,3,3,5,2,1,2,3,2,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,3,2,50,50,50,4,4,4,4,4,4,1,2,1,4,4,4,4,2,2,4,3,1,5,3,2,4,4,3,6,4,4,3,2,2,3,3,2,5,5,2,6,5,5,5,5,5,5,5,5,3,5,6,1,2,5,3,5,3,3,35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,4,Libertarian,5,3,4,3,NA,2,3,3,NA,2,2,2,2,1,2,1,1,1,NA,1,5,1,NA,9,2,2,2,2,1,2,2,2,1.5085,0,3,NA,5,NA,0,3,0,3,NA,7,2,NA,NA,8,0.333333333,5,0.4167,Final 2018_11_27
1858,1,4,1,0,1,1,3,2,1,1,NA,1,1,1,2,8,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,4,4,2,4,4,2,2,4,2,4,3,3,2,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,2,4,2,55,65,67,3,1,6,2,2,2,3,2,4,4,3,5,2,1,2,4,2,3,1,1,2,4,2,4,2,2,2,4,2,2,4,2,3,3,3,5,3,1,3,2,2,3,3,4,5,2,5,NA,3,2,4,3,1,4,6,25,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,2,NA,7,2,5,2,NA,1,2,2,NA,1,2,2,2,2,2,1,2,9,NA,2,6,1,NA,7,2,2,2,2,2,2,2,1,1.2646,0,2,NA,NA,7,0,2,0,NA,NA,3,2,9,0.75,7,0.25,4,0.3333,Final 2018_11_27
1859,1,5,2,1,7,1,3,2,1,1,NA,1,1,1,2,18,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,3,4,3,4,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,2,95,80,75,5,6,5,2,3,3,4,1,2,5,4,3,1,2,1,2,2,2,1,1,1,5,2,1,2,2,4,5,4,3,3,2,3,4,3,4,2,1,2,2,2,1,6,2,2,4,4,2,2,5,2,4,1,1,5,45,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,NA,1,NA,4,1,NA,2,1,1,NA,2,2,2,2,1,2,3,2,2,NA,1,6,5,NA,2,2,2,2,2,2,2,2,1,0.6677,1,1,1,NA,NA,1,NA,1,1,NA,1,2,7,0.583333333,7,0.25,8,0.6667,Final 2018_11_27
1860,1,4,1,1,8,1,5,3,2,1,NA,1,1,1,2,40,NA,,NA,,NA,NA,,NA,NA,NA,3,,,5,,NA,,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,4,3,6,2,3,3,5,1,4,3,4,4,2,4,3,1,1,2,1,2,2,1,2,2,2,NA,1,3,2,3,4,2,72,50,60,3,4,6,3,3,3,1,4,1,6,2,4,5,2,3,4,2,4,5,3,2,1,5,3,1,2,2,4,3,3,4,2,1,4,2,2,1,4,1,2,5,2,4,4,3,5,5,3,1,1,5,4,5,4,6,40,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,,4,Libertarian,4,NA,3,3,NA,2,2,1,NA,2,1,2,2,2,2,1,1,1,NA,2,6,1,NA,9,2,2,1,2,2,2,2,2,0.7956,0,2,NA,4,NA,0,3,0,NA,NA,3,2,10,0.833333333,8,0.333333333,4,0.3333,Final 2018_11_27
1861,1,5,1,0,1,1,3,2,1,1,NA,1,1,1,2,12,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,2,4,3,4,3,4,4,1,1,3,4,4,3,4,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,4,2,1,80,91,53,5,5,6,2,2,2,3,3,2,4,4,2,1,3,1,1,2,5,1,1,2,2,4,2,3,3,3,5,3,2,5,2,2,3,2,5,2,1,2,2,3,2,3,5,2,2,5,3,3,5,1,5,3,4,6,75,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,,2,NA,6,2,4,2,NA,1,2,2,NA,2,1,2,2,2,2,1,2,1,NA,2,4,5,NA,7,2,2,1,2,1,2,2,2,0.7224,0,2,NA,NA,6,0,2,0,2,NA,3,1,6,0.5,10,0.5,10,0.8333,Final 2018_11_27
1862,1,1,2,0,1,1,5,3,2,1,NA,1,1,1,2,39,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,1,2,4,4,1,3,1,1,3,4,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,80,98,98,4,4,4,4,4,4,2,2,1,6,1,5,5,1,5,4,1,6,5,5,2,4,3,5,5,5,5,4,4,3,4,2,5,5,5,2,1,5,2,2,1,2,2,2,1,1,2,3,1,2,6,2,1,2,6,70,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,5,NA,2,5,1,NA,97,1,1,2,2,1,1,2,2,0.8828,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,4,0,1,0.0833,Final 2018_11_27
1863,1,5,2,0,1,1,4,2,1,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,4,1,4,2,4,1,1,4,4,1,3,4,3,3,3,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,2,5,1,88,87,87,7,7,7,1,1,1,3,1,1,6,2,3,3,2,4,4,1,4,5,5,1,4,1,5,3,5,5,5,3,1,5,1,5,5,3,1,2,5,1,1,2,1,3,1,1,1,1,3,1,2,4,1,1,2,10,20,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,4,2,1,NA,2,2,5,NA,11,1,2,1,2,2,1,2,2,0.9018,1,1,1,NA,NA,1,1,1,1,NA,1,1,2,0.166666667,5,0.083333333,3,0.25,Final 2018_11_27
1864,1,4,1,0,2,2,5,3,2,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,2,3,6,4,3,5,4,2,2,4,2,4,3,4,4,4,3,4,1,1,2,1,2,1,2,2,2,2,NA,NA,4,1,3,4,3,52,41,50,4,4,5,3,4,4,3,3,1,6,2,2,2,2,2,3,2,2,1,1,2,4,2,4,2,3,3,4,3,3,5,3,1,2,3,5,3,2,3,2,2,3,4,3,2,2,5,3,1,1,5,5,3,4,10,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,Libitarian,5,2,3,7,NA,1,NA,2,NA,2,2,2,2,1,2,1,2,11,NA,2,6,1,NA,6,2,2,2,2,2,2,2,1,1.261,0,2,NA,5,NA,0,NA,0,NA,NA,3,1,7,0.583333333,9,0.416666667,6,0.5,Final 2018_11_27
1865,1,4,1,0,1,1,5,3,2,1,NA,1,1,1,2,9,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,2,3,4,4,2,4,4,1,3,4,4,3,4,1,1,2,1,2,2,2,2,2,2,NA,4,2,4,1,5,2,78,59,77,4,4,4,4,4,4,2,4,1,6,3,5,5,1,4,5,1,3,5,3,2,5,1,5,5,5,5,4,3,2,4,2,4,4,4,3,3,4,2,2,1,1,2,2,1,1,1,3,1,2,1,4,1,2,5,50,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,,1,NA,2,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,2,NA,2,5,1,NA,12,2,2,2,2,1,2,2,2,0.7299,1,1,2,NA,NA,1,1,1,1,NA,1,2,0,0,5,0.083333333,1,0.0833,Final 2018_11_27
1866,1,2,1,0,1,1,3,2,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,2,4,2,4,2,4,4,1,1,4,3,4,4,3,4,4,4,4,1,1,2,1,1,2,2,2,2,2,NA,2,5,1,5,2,4,70,35,40,6,3,5,2,5,4,2,4,4,5,4,2,2,4,1,4,2,4,2,6,4,1,5,3,2,1,2,4,2,2,4,2,5,3,1,4,6,2,5,5,5,5,5,5,5,5,5,5,1,1,1,4,5,4,7,50,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,,2,NA,7,2,5,2,NA,1,2,3,NA,2,2,2,1,2,2,5,2,2,NA,2,5,8,NA,10,2,2,2,2,1,2,2,2,2.4881,0,2,NA,NA,7,0,2,0,NA,NA,3,2,10,0.833333333,14,0.833333333,8,0.6667,Final 2018_11_27
1867,1,2,2,0,1,1,6,4,2,1,NA,1,1,1,2,49,3,,NA,,3,NA,,NA,NA,NA,5,,,NA,,NA,,NA,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,5,3,3,3,3,4,2,4,3,4,3,3,2,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,6,1,100,100,100,5,6,7,3,3,3,1,3,1,4,4,5,4,1,5,5,2,1,5,1,1,5,1,3,3,3,2,5,4,1,4,1,2,4,3,4,4,1,6,2,2,5,5,4,6,1,5,2,6,5,6,6,6,3,3,30,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,2,NA,6,3,5,5,NA,2,2,2,NA,1,2,2,2,2,2,5,2,12,"Church of Jesus Christ of Latter Day Saints (sometimes refered to as Mormon, but that is not our correct name)",NA,1,1,NA,6,1,1,2,2,2,1,1,2,1.0715,0,3,NA,NA,6,0,NA,0,2,NA,5,2,7,0.583333333,9,0.416666667,0,0,Final 2018_11_27
